510489,Roy,2010-10-08 22:39:00,13728, Times TWO!
509959,OhioFisherman,2010-10-07 11:31:00,6623,"A union of states? Unfortunately that is not quite accurate, you would think congress here could get one thing right? Promote the general welfare of the people?  It is really a complex situation, some communities are very small, and spread out. Volunteer firemen, and a county sheriff patrol for police protection, some one has to pay to support this? A fire truck and other equipment? Police vehicles?  Some people and communities won`t pass tax hikes to cover these, a politician suggesting them may doom his career, so they make excuses. The small township I live in has a volunteer fire department, but luckily the people support it. We don`t have fire hydrants and some homes are 1/4 of a mile or more off the road and not all driveways are designed for a fire truck to enter.  Fighting a fire with a garden hose may not work well? We have city water, but water to fight fires is usually trucked in or taken from the nearest pond, a time consuming and expensive proposition.  Freedom doesn`t necessarily mean you don`t have to pay taxes and expect every one else to support your needs? Fire protection, police protection, schools?  If you look at some of our states that make a big deal about having no state income tax, or very low taxes? They are usually first in line when they have an emergency and need federal tax dollars to fix it, then they complain about the federal income taxes.  Really not sure of all the details involved in the story, but try buying home insurance after the home has burnt to the ground? My property taxes are $2000.00 a year, but I get fire and police protection and decent schools with that.  "
509981,Billy Bob,2010-10-07 12:56:00,5865,"I have been a volunteer firefighter for over 30 years and what I have learned is there are MANY different set ups when it comes to how a city, town or village finances it's fire protection. But in all cases the fire department has a legal agreement with the people who reside there and can't go beyond that for many reasons with liability to it's firefighters being the #1 reason. And over the years I find everyone either takes their protection for granted or actually complains about it until they need it.  I had a fellow worker once tell me when he sees the flashing blue light on a volunteers vehicle working (trying to get to the firehouse) he said ""he's probably rushing to the beer tap""......  In the case in SOUTH FULTON, Tenn they might now have to look at how they collect their fire protection money, maybe included it in their property taxes to prevent this from happing again.  Bob"
509986,TC1OZ,2010-10-07 13:05:00,987," I would enjoy paying 409$ a year for property taxes, and they didn't disagree to living there, its not like this was a surprise... they are usually late paying the bill and forgot this year. So its something they were aware of, not brought out of left field. Just sounds shocking to a Canadian who's never heard of such things."
509989,wallyboss,2010-10-07 13:17:00,1095,Similar stuff happens in Ontario. In my Hometown i know of a house on a Concession rd that the Fire department watched burned to the ground because the house was on the West side of the street. The west side of the street was in another District.
509996,I'mHooked,2010-10-07 13:45:00,525,"As a Canadian Volunteer Fire Officer I'm appauled at the notion of this. In emergency situations we take 'calculated risks'. The notion that a late $75 could mean the difference between total property destruction and potential protection of some personally valuable property/belongings is ludicrous. We have a duty to ACT within the confines of our level of training. In-action could have our  in legal troubles over negligence issues. The city bills the province $350.00 per truck per hour for responses to provincial highways. Why the hell can't they bill a 'delinquent' home owner for the services they've used to fight their fire? Fight the fire 1st, then send them a bill for $1200 per truck ($300/hr x 4 hrs) plus materials. Add it to their taxes owing. Allow them 1 year at $100/ month to pay it off. They will sure as heck not forget the $75 annual fee again!  My point is, I would ACT then worry about $  Anyone heard the term 'essential service'? Kind of has ring to it!"
510000,SlowPoke,2010-10-07 14:03:00,2984,"Well said. Whether or not this story is true, it doesn't matter. It's a sad state when people are willing to witness tragedy before their very eyes because of policy or money."
510017,OhioFisherman,2010-10-07 15:26:00,6623,"""Well said. Whether or not this story is true, it doesn't matter. It's a sad state when people are willing to witness tragedy before their very eyes because of policy or money.""  Agreed, but, we have some of these same types of people writing opinions to their local newspapers claiming raising taxes amounts to Socialism or Communism. The same type of limited views that prevent us from having a national health care plan of Canadian style?  The same people that seem dead set against it scream like crazy when they open their hospital bill, or don`t carry medical insurance at all.  We have 3 or 4 communities in our area that haven`t paid their fees to the county sheriff`s department, but still won`t pass a levy raising their taxes, and still expect police protection?  Kind of like fishing with out a license? The rest of us are expected to pay? what makes you so special? You gambled and lost?"
510019,TC1OZ,2010-10-07 15:35:00,987, I'd say that hit's the nail on the head.  But at the end of the day should it really cost money to save another human being... in this society we are currently living in... I guess so?
510021,OhioFisherman,2010-10-07 15:39:00,6623,"TCIOZ, no answers, it`s getting to be a real strange world."
510026,Billy Bob,2010-10-07 16:19:00,5865, You're missing the point on many issues here.....THEY DID BILL the property owner and the bill was NOT paid....no one was in the building so it wasn't a life threating fire but could have had the firefighters fought the fire and one of them got hurt or worse....since they were not under contract to fight the fire then if a firefighter would have gotten hurt maybe their liability insurance would not cover the medical expensive's. It would be like have another fire department from another county respond when they are NOT contracted to do so. Even our mutual aid has to be contracted out to protect the firefighter involved AND all the EXPENSIVE fire fighting equipment.  As Ohiofisherman pointed out......wouldn't it be nice only to buy a fishing license after you were caught fishing without one. When that's OK with you let me know.  Bob
510027,TC1OZ,2010-10-07 16:23:00,987,   If you want to put a value on everything in this world... why would it stop when it comes to saving lives and properties?  People will have to wake up sooner or later....
510029,Billy Bob,2010-10-07 16:38:00,5865," Ya you're right......but we are ruled by the liability insurance companies and the crazy people that sue over the stupidest things like, coffee was too hot, the screen on my upstairs window didn't warn me I could fall out by leaning against it or the ladder didn't have a warning that's its dangerous to be on the very top step....the list goes on and on. And it's never going to change for the better only the worse.  Bob"
510030,mercman,2010-10-07 16:41:00,7054,"i think that all of us, myself included, are missing alot of points. most of the responses to this thread have been emotionally expressed. the sad truth is that it does cost money.lots of money, to rescue people, fight fires and have ambulances dispatched. someone has to pay, and if its not included in our taxes somehow or in our insurances, then most often we are billed. there is so much that happens behind the scenes that we are unaware of.liability, jurisdiction,union rules, insurance.there must have been a valid reason, even though we cant understand it.  as in all news reports, we never really get all the information we need to make an educated opinion.  "
