977898,Freshtrax,2016-07-28 15:10:00,2215,Wireings  not complicated.   Just replace one wire at a time till your done.
914759,tb4me,2015-05-12 04:37:00,3295,"Any chance you can convert it into a tiller,,,,,,,,,,,,,,,,,,,  Look forward to your end result. Looks like you have a boat load of work there. lol dont laugh..There is a guy that fishes the bay with an 18 foot fiberglass inboard..The motor quit running years ago..He has a nice Honda 9.9 tiller to slowly move around the bay..One heck of a walleye fisherman I might add..lol   Also does anyone have any tips on how to get the glued on carpet off the aluminum? Its glued everywhere.. Live wells consoles its everywhere..I can pull the carpet off no problem, but the remaining glue and carpet stuff it stuck there good. What can I use without damaging the aluminum?"
914760,chefboi17,2015-05-12 04:46:00,128,"how about using a cupped stainless steel brush on a angle grinder for the glue residue? if there is any paint, it will get removed, but it should give you a good surface to repaint or glue new carpet too"
914761,irishfield,2015-05-12 05:06:00,26272,"Rag soaked in Acetone. Soak the rag.. place it over a section and cover with a piece of rubber mat (or similar) for a few minutes (mat stops the acetone from evaporating.  Lift the mat and see if the glue will scrub off.. or at least soften up enough to just a PLASTIC scraper.  Acetone is $9 a quart can at CTC. Believe TSC sells gallon jugs for not much more... Remember any gouges or deep scratches you put in that .040 or .063"" thick side wall = a stress point for a crack."
914764,wormdunker,2015-05-12 06:34:00,1711,"As Wayne stated try acetone, it is awesome!  Wear a proper mask while using acetone, it has terrible fumes, that are very harmful.  As already stated, take your time, do it right.  Take lots of pix of your wiring, also label your wiring with color coded tape.  I'm also interested in seeing the finished product."
914776,Mister G,2015-05-12 10:09:00,1429,"Good eye! Thats exactly what it is..Im reading in the manual its not an 18 footer at all...Its a 17.2 lol So it shrunk over time.....LOL  As other said, don't remove the console, just work around it by lifting it up enough and maybe plan your floor plan to be cut so you can easily put that piece under it. The floor doesn't have to be exactly like the original because once you cover it with carpet no one knows anyways.  To get rounded / contoured cuts right, get some larger pieces of flat cardboard and trim to fit nicely. Then use that to transfer to your plywood floor, it beats re-cutting plywood several times.  Now 'Get R Done'"
914783,dave524,2015-05-12 11:00:00,4508,"I don't see any mention of it, but I'd do the transom too."
914811,DRIFTER_016,2015-05-12 14:49:00,10439," Also does anyone have any tips on how to get the glued on carpet off the aluminum? Its glued everywhere.. Live wells consoles its everywhere..I can pull the carpet off no problem, but the remaining glue and carpet stuff it stuck there good. What can I use without damaging the aluminum?  Use a paint scraper and elbow grease. I replaced all the carpet in my boat and every piece is/was glued to aluminium. All the floor boards in my boat are aluminium as well. The only wood on my boat is the core of the transom and two pieces of teak on the top decks.    "
914880,Fisherpete,2015-05-12 20:30:00,1814,"Wow - looks like a big project. Can't wait to see how it turns out!  Dave - where did you get the switch panel for your lights, bilge etc? I want to add one in to my boat and like that one better than the ones I have seen at Bass Pro.  Thanks Pete"
914885,DRIFTER_016,2015-05-12 20:55:00,10439,"Wow - looks like a big project. Can't wait to see how it turns out!  Dave - where did you get the switch panel for your lights, bilge etc? I want to add one in to my boat and like that one better than the ones I have seen at Bass Pro.  Thanks Pete  Here you go Pete. Find the panel you want and click on where to buy for a list of dealers. Pretty much any marine supply place should be able to order you one if needed.  https://www.bluesea.com/products/category/DC_Panels/WeatherDeck"
914894,muskymatt,2015-05-12 21:40:00,2608,"When I did mine I took the time to completely disconnect everything and separate the cables into their own conduits. You can erect a tripod system to suspend the console but as other have said, do it right. Marine mohagony  ply is nice but expensive. That said, pressure treated reacts with aluminum and will eat it. Templates are your friend."
914902,tb4me,2015-05-12 22:58:00,3295,"When I did mine I took the time to completely disconnect everything and separate the cables into their own conduits. You can erect a tripod system to suspend the console but as other have said, do it right. Marine mohagony  ply is nice but expensive. That said, pressure treated reacts with aluminum and will eat it. Templates are your friend. Im just going to use 3/4 inch fur plywood and coat it in resin..Every where I screw or rivet Ill pump the hole full of clear silicone..My wife is good at making patterns,so ill enlist her for making templates"
